iter	Logloss
377	0.03612326135
378	0.0359800006
379	0.03572295655
380	0.03549977056
381	0.03534569845
382	0.03526685133
383	0.03511178232
384	0.03493563159
385	0.03478517244
386	0.03470265341
387	0.03454013578
388	0.03434367232
389	0.0341985789
390	0.03411599044
391	0.03394069907
392	0.03381972785
393	0.03368815616
394	0.03356259603
395	0.03332972396
396	0.03320466424
397	0.03304660713
398	0.03294107809
399	0.03279760775
400	0.03264453909
401	0.03245121044
402	0.0323082392
403	0.03220360227
404	0.03202926982
405	0.03187293797
406	0.03177618456
407	0.03161886236
408	0.03152924187
409	0.03142003568
410	0.03126878005
411	0.03116831937
412	0.03106232004
413	0.0309620087
414	0.03085150168
415	0.03072100157
416	0.03056721897
417	0.03042449925
418	0.03031165259
419	0.03022705461
420	0.03010871908
421	0.02999670296
422	0.02986121702
423	0.02970126173
424	0.02962031469
425	0.02943114003
426	0.02930987274
427	0.02921000287
428	0.02908523135
429	0.02891463107
430	0.02871826455
431	0.02861019674
432	0.02851086134
433	0.02842381891
434	0.02830450089
435	0.02819403973
436	0.02807131049
437	0.02795140429
438	0.02786695302
439	0.02776161524
440	0.02762491886
441	0.02750567289
442	0.02738376502
443	0.02728342748
444	0.02719695358
445	0.0271395327
446	0.02703151336
447	0.02695799267
448	0.02684913887
449	0.02677921279
450	0.02668617584
451	0.02658079352
452	0.0264557207
453	0.02633692799
454	0.02624633679
455	0.02615373344
456	0.02602949509
457	0.02594104835
458	0.0258737213
459	0.02579021323
460	0.02569796227
461	0.02563330891
462	0.02552888289
463	0.02545258239
464	0.02539607326
465	0.02531997712
466	0.02523055836
467	0.02514965849
468	0.02509191796
469	0.0250313544
470	0.02493141248
471	0.02480911161
472	0.02475124401
473	0.02467110393
474	0.02459272055
475	0.0244960012
476	0.0243756627
477	0.02428220786
478	0.02415682588
479	0.02405913191
480	0.02400713439
481	0.02390533751
482	0.02382514372
483	0.02376142701
484	0.023692938
485	0.02362512363
486	0.0234957619
487	0.02337146722
488	0.02326035238
489	0.02318895387
490	0.02309230527
491	0.02299696797
492	0.02289909452
493	0.02280571042
494	0.02272631834
495	0.02266320684
496	0.02256499018
497	0.02250770553
498	0.0224506331
499	0.02235386136
500	0.02227167507
501	0.02218196287
502	0.02210864654
503	0.02202976798
504	0.02193856763
505	0.0218635601
506	0.02179968488
507	0.02169849715
508	0.02163178711
509	0.02156436443
510	0.0214946925
511	0.02143574416
512	0.021349865
513	0.02128270301
514	0.02121248874
515	0.0211417282
516	0.02109360564
517	0.02105123263
518	0.02097667443
519	0.0208942733
520	0.02082973653
521	0.02078088954
522	0.02068530203
523	0.02060520387
524	0.02053626684
525	0.02049005032
526	0.02043158274
527	0.0203650561
528	0.02029519815
529	0.02023926279
530	0.02019128171
531	0.02010561608
532	0.02003797725
533	0.02001540215
534	0.01993695851
535	0.01986816427
536	0.0198061571
537	0.01973140633
538	0.01965603069
539	0.01957946164
540	0.01952584628
541	0.01948046684
542	0.01943204953
543	0.01938199866
544	0.01932936317
545	0.01929390299
546	0.0192152694
547	0.01913047885
548	0.01908270474
549	0.01902748464
550	0.01897519892
551	0.01892179709
552	0.01886616565
553	0.01879227423
554	0.01873120371
555	0.01868878747
556	0.01860419734
557	0.018543229
558	0.01848390731
559	0.01841632219
560	0.01836130252
561	0.01830030405
562	0.01822807239
563	0.01815669353
564	0.01811568292
565	0.01804298621
566	0.01798805431
567	0.01793555768
568	0.01788709845
569	0.01783729124
570	0.01778332873
571	0.01771274504
572	0.01764931915
573	0.0176110844
574	0.0175737588
575	0.01752642878
576	0.01748724429
577	0.01743126702
578	0.01737938608
579	0.01734261198
580	0.01729124064
581	0.01723265124
582	0.01718336147
583	0.01715351068
584	0.01710933643
585	0.01706412205
586	0.01699630245
587	0.01693726241
588	0.01687368718
589	0.01682059057
590	0.01677789924
591	0.01674303249
592	0.01667540938
593	0.01663168184
594	0.01658295275
595	0.01653404288
596	0.01648310384
597	0.01643028626
598	0.01638483739
599	0.01633318702
600	0.01629575268
601	0.01624968288
602	0.01620555841
603	0.01615339059
604	0.0161002429
605	0.01606172782
606	0.01600783474
607	0.01595411196
608	0.01589572299
609	0.01586391638
610	0.01581182585
611	0.01574964183
612	0.01569481472
613	0.01565029071
614	0.01561408253
615	0.01558075894
616	0.01554729781
617	0.01551283847
618	0.01547580499
619	0.01541954737
620	0.01538794643
621	0.01533825319
622	0.01530430867
623	0.01526928341
624	0.0152092504
625	0.01517559932
626	0.01515341984
627	0.01511664443
628	0.01509565049
629	0.01505447482
630	0.01503160498
631	0.01499351957
632	0.01496469058
633	0.01490289431
634	0.01486167017
635	0.0148091814
636	0.01475076623
637	0.01470028699
638	0.01467695341
639	0.01463155563
640	0.0145952754
641	0.01454785106
642	0.01450123892
643	0.0144563481
644	0.01442006394
645	0.01439155589
646	0.01434747203
647	0.01430797577
648	0.01428265231
649	0.01424198884
650	0.01419878268
651	0.01416623723
652	0.01412659949
653	0.01410087517
654	0.01406973666
655	0.01403746107
656	0.01399858836
657	0.01396361288
658	0.01392713746
659	0.01388999656
660	0.01386473991
661	0.01382116433
662	0.01378933021
663	0.01375735461
664	0.01373940772
665	0.01370650071
666	0.01367221429
667	0.01364811305
668	0.01360828536
669	0.01357344481
670	0.01354329927
671	0.01352787018
672	0.0134876901
673	0.01346563245
674	0.01342820073
675	0.01339538019
676	0.01336708567
677	0.01334063299
678	0.01331126428
679	0.01328198726
680	0.01323744491
681	0.01321302796
682	0.01318081264
683	0.01315837116
684	0.01312825968
685	0.01309850714
686	0.01306539184
687	0.01304187093
688	0.01300065072
689	0.01297283173
690	0.01294456209
691	0.01290994424
692	0.01286580667
693	0.01283640914
694	0.01281366243
695	0.01278357715
696	0.01275095704
697	0.01272607767
698	0.0126987342
699	0.01267227498
700	0.0126485746
701	0.01260371523
702	0.01257599972
703	0.0125434713
704	0.01252526503
705	0.01249115808
706	0.01246700444
707	0.01244309446
708	0.01240574921
709	0.01238656306
710	0.01235690484
711	0.01233548122
712	0.01230196769
713	0.01227666127
714	0.01225625028
715	0.01223183988
716	0.01219901672
717	0.01215749783
718	0.01214000157
719	0.01210912767
720	0.01207689663
721	0.01205088018
722	0.01201823387
723	0.01201087302
724	0.01197893279
725	0.01194824098
726	0.01192793217
727	0.01189080568
728	0.0118567734
729	0.01182104467
730	0.01178971752
731	0.01176565165
732	0.01174716635
733	0.011721949
734	0.01168984109
735	0.01165868031
736	0.01163272674
737	0.01160558239
738	0.01158752939
739	0.01155603456
740	0.0115244703
741	0.01149414136
742	0.01146954626
743	0.01144401844
744	0.01142035474
745	0.01139159386
746	0.01135754847
747	0.01133533494
748	0.01131888012
749	0.0112885669
750	0.01126779829
751	0.01124623189
752	0.01121714875
753	0.01118902977
754	0.01116408097
755	0.01113866319
756	0.01111196031
757	0.01108905247
758	0.01106305699
759	0.01104166678
760	0.0110231186
761	0.01099325274
762	0.01097208458
763	0.0109431462
764	0.01092313279
765	0.01089721918
766	0.0108765606
767	0.01084992912
768	0.01082143351
769	0.01080093213
770	0.01077857646
771	0.01075541646
772	0.01072959586
773	0.01070406804
774	0.01069096091
775	0.01066511542
776	0.01063996488
777	0.01061468727
778	0.01059510878
779	0.01057203392
780	0.01055713604
781	0.01053141041
782	0.01050901544
783	0.01048530982
784	0.01047382708
785	0.01044405948
786	0.01043145866
787	0.01040123125
788	0.01037980698
789	0.01035537563
790	0.01033557051
791	0.01031610599
792	0.01028923608
793	0.01027594359
794	0.01026402856
795	0.01023192131
796	0.01020812202
797	0.01017446046
798	0.01015198624
799	0.01013400528
800	0.0101217562
801	0.01009795168
802	0.01006850043
803	0.0100554123
804	0.01002929564
805	0.009999104909
806	0.009975204101
807	0.009952086669
808	0.009946284713
809	0.009922362946
810	0.009902797557
811	0.009878117305
812	0.009855414485
813	0.009841558697
814	0.009822943708
815	0.00980678299
816	0.009778039141
817	0.009750827983
818	0.00973536156
819	0.009713353692
820	0.009690073165
821	0.009671159498
822	0.009650470136
823	0.009628594577
824	0.00960622646
825	0.009586065025
826	0.009572874059
827	0.009554337669
828	0.009542200592
829	0.009517902856
830	0.009492824366
831	0.009474639054
832	0.009460979766
833	0.009436338812
834	0.009408856486
835	0.009382905541
836	0.00935959161
837	0.009338249872
838	0.009328314891
839	0.009319397119
840	0.009306950884
841	0.009289340659
842	0.009262375124
843	0.009239829504
844	0.009218453051
845	0.009196487102
846	0.009183660968
847	0.009168695618
848	0.009154284393
849	0.009132569308
850	0.009119327252
851	0.009096618537
852	0.009074813717
853	0.009054920176
854	0.009038927791
855	0.009021118447
856	0.008999333277
857	0.008979142367
858	0.008959528509
859	0.008944148546
860	0.008926618885
861	0.008913013961
862	0.008904641801
863	0.00889471992
864	0.008879309827
865	0.008864050383
866	0.008842630701
867	0.008826993324
868	0.008815421508
869	0.00879162943
870	0.008777698318
871	0.008758098215
872	0.008742289229
873	0.008721495068
874	0.008703231157
875	0.008687299686
876	0.008673535599
877	0.008656872498
878	0.008637650327
879	0.008622202899
880	0.008606918566
881	0.008599011453
882	0.008578346326
883	0.008566031744
884	0.008550977969
885	0.00853816035
886	0.008517362259
887	0.008507461338
888	0.008491914351
889	0.008475006282
890	0.008459843122
891	0.008448633519
892	0.008427104452
893	0.008407498454
894	0.008394661841
895	0.008376270205
896	0.008357531422
897	0.008341744706
898	0.008323874447
899	0.008308945121
900	0.008292031157
901	0.008274199543
902	0.008261014472
903	0.008247670237
904	0.008228172968
905	0.008219065247
906	0.008198590724
907	0.008181527421
908	0.008168684257
909	0.00814973653
910	0.008136335965
911	0.008120076997
912	0.00811036537
913	0.008094173866
914	0.008083729954
915	0.008063852787
916	0.008048813422
917	0.008039165984
918	0.008023691046
919	0.008008939224
920	0.007993424987
921	0.007980500604
922	0.007969062407
923	0.007958911932
924	0.007939404184
925	0.00792665665
926	0.007911034993
927	0.007901173372
928	0.007889101793
929	0.007873751305
930	0.007857010915
931	0.007846460238
932	0.007833462495
933	0.007822983213
934	0.007805481717
935	0.007786838563
936	0.007773328613
937	0.007757706302
938	0.007743042904
939	0.007724284471
940	0.007702161978
941	0.00768992796
942	0.007676163873
943	0.007661907882
944	0.00764972168
945	0.007642835051
946	0.007630881372
947	0.007619919358
948	0.00761025096
949	0.007596816335
950	0.007579642338
951	0.007564883966
952	0.00754744535
953	0.007536886813
954	0.007521190486
955	0.007504932828
956	0.007487403822
957	0.007476306224
958	0.007467312472
959	0.007453710168
960	0.007442323716
961	0.007424240584
962	0.007410159478
963	0.00740062339
964	0.007388121479
965	0.00737207342
966	0.007356033875
967	0.007337272167
968	0.007323737983
969	0.007305415122
970	0.007290472041
971	0.007275817158
972	0.007261403314
973	0.007247519362
974	0.007236649702
975	0.007222907884
976	0.00720681987
977	0.007185769605
978	0.007168418759
979	0.007161977527
980	0.007152394279
981	0.007145454595
982	0.007132620602
983	0.007120728493
984	0.007108393606
985	0.007094563364
986	0.007079109386
987	0.007063814572
988	0.007051839933
989	0.00703732391
990	0.007019345577
991	0.007006763757
992	0.006994802873
993	0.006984772263
994	0.006968788393
995	0.00695922545
996	0.006945146309
997	0.006936527216
998	0.006923591698
999	0.00691149261
